Elevator,Floor,Layout,Region,Renovation,Size,Year,Price
有电梯,9,1室1厅,通州,其他,86,2005,440
无电梯,6,4室2厅,通州,简装,137,2001,558
无电梯,6,2室1厅,海淀,精装,57,1985,578
,9,2室2厅,朝阳,精装,97,2002,500
有电梯,12,3室2厅,房山,精装,120,2006,399
有电梯,16,3室2厅,海淀,简装,208,2001,1680
,26,1室0厅,石景山,其他,47,2005,319
有电梯,14,2室1厅,朝阳,其他,56,1980,410
有电梯,12,3室2厅,大兴,精装,152,2005,760
有电梯,18,3室1厅,大兴,其他,99,2014,468
,15,3室1厅,东城,精装,113,2004,950
有电梯,26,2室1厅,大兴,其他,71,2015,310
无电梯,7,2室2厅,昌平,简装,91,1996,360
无电梯,6,2室1厅,丰台,简装,89,2001,430
有电梯,12,2室1厅,海淀,其他,92,2003,693
无电梯,6,2室1厅,顺义,简装,60,1994,245
,11,2室1厅,朝阳,精装,85,2010,670
有电梯,18,2室1厅,海淀,其他,74,1988,680
有电梯,18,2室2厅,昌平,其他,71,2011,280
无电梯,6,2室1厅,丰台,其他,47,1980,283
无电梯,6,3室1厅,亦庄开发区,简装,113,1995,510
无电梯,6,2室1厅,西城,简装,58,1988,485
无电梯,6,3室1厅,通州,精装,141,2003,648
有电梯,31,3室2厅,海淀,简装,159,2002,880
,6,2室1厅,大兴,其他,73,2004,310
,28,2室1厅,朝阳,精装,72,2012,369
,11,2室1厅,昌平,其他,81,2011,390
无电梯,5,4室2厅,昌平,简装,131,1999,420
,5,5室3厅,昌平,精装,196,2000,590
无电梯,6,2室1厅,昌平,精装,87,2002,475
有电梯,18,2室1厅,朝阳,精装,81,1992,496
,8,3室1厅,顺义,精装,147,2010,620
,18,1室1厅,石景山,简装,55,1996,288
有电梯,18,2室1厅,海淀,简装,81,1990,720
无电梯,6,3室2厅,丰台,精装,178,2000,800
,6,3室1厅,顺义,精装,101,2006,420
,3,3室2厅,顺义,其他,310,2007,2800
有电梯,15,3室1厅,亦庄开发区,简装,142,2000,560
,6,2室1厅,大兴,精装,84,2003,310
有电梯,30,3室2厅,丰台,精装,146,2003,1260
,8,2室2厅,房山,简装,108,2008,345
有电梯,11,2室1厅,东城,精装,103,2004,1300
有电梯,17,1室1厅,东城,简装,59,2005,570
有电梯,31,2室2厅,丰台,精装,93,2000,410
,7,4室2厅,顺义,简装,173,2001,600
有电梯,24,2室1厅,门头沟,简装,109,2003,460
无电梯,6,2室1厅,西城,其他,62,1996,610
,27,2室1厅,朝阳,精装,89,2009,507
,16,3室1厅,朝阳,精装,147,2006,1428
,29,2室1厅,丰台,精装,90,2005,515
有电梯,16,2室1厅,海淀,简装,69,1996,689
有电梯,28,1室1厅,丰台,简装,72,2005,365
无电梯,6,2室2厅,大兴,简装,106,2001,427
有电梯,18,3室1厅,西城,其他,85,1994,1050
,11,2室1厅,昌平,其他,93,2012,699
有电梯,27,1室1厅,丰台,简装,84,2010,406.8
无电梯,7,4室3厅,昌平,简装,155,2004,550
有电梯,11,3室1厅,房山,精装,92,2014,441
有电梯,26,3室1厅,朝阳,简装,123,2008,959
有电梯,9,3室1厅,房山,简装,89,2012,390
有电梯,23,3室2厅,大兴,毛坯,144,2014,800
有电梯,18,1室0厅,顺义,简装,46,2006,260
无电梯,6,2室1厅,东城,精装,57,1989,540
无电梯,6,3室1厅,顺义,简装,85,2001,332
有电梯,25,3室2厅,海淀,精装,178,2002,2200
有电梯,18,1室0厅,东城,精装,60,2000,482
无电梯,6,2室2厅,朝阳,简装,80,1987,405
有电梯,8,3室2厅,大兴,精装,88,2008,575
无电梯,6,2室1厅,西城,简装,53,1975,630
,22,2室3厅,东城,精装,146,2001,1100
有电梯,6,4室2厅,海淀,精装,237,2011,2599
无电梯,6,2室1厅,丰台,简装,81,1998,399
有电梯,18,1室1厅,通州,简装,55,2012,250
有电梯,22,2室1厅,石景山,简装,71,1995,360
无电梯,4,2室1厅,亦庄开发区,简装,125,2002,700
无电梯,6,1室1厅,石景山,简装,50,1993,260
无电梯,6,2室1厅,石景山,其他,65,1995,305
,9,3室2厅,房山,精装,119,2012,645
无电梯,6,3室1厅,海淀,简装,69,1997,650
,6,2室1厅,西城,精装,50,1979,515
无电梯,5,3室0厅,西城,其他,53,1978,650
,21,2室1厅,大兴,精装,88,2010,350
有电梯,18,3室1厅,通州,精装,51,2013,305
,10,2室1厅,通州,简装,77,2010,300
无电梯,6,4室2厅,昌平,简装,140,2000,518
无电梯,6,2室1厅,丰台,简装,54,1991,273
无电梯,6,2室1厅,房山,简装,85,2002,230
,14,3室1厅,昌平,精装,113,2014,700
有电梯,31,3室1厅,朝阳,精装,117,2007,560
,25,3室1厅,通州,精装,143,2012,745
无电梯,6,2室1厅,大兴,简装,77,1997,295
无电梯,6,3室2厅,通州,精装,120,2005,500
无电梯,6,2室1厅,海淀,精装,59,1990,617
,13,1室1厅,海淀,简装,58,1994,465
无电梯,6,1室1厅,大兴,精装,69,2004,330
有电梯,22,2室2厅,海淀,简装,80,2005,460
无电梯,6,1室1厅,海淀,精装,48,1997,300
无电梯,6,2室1厅,昌平,精装,81,2003,335
,6,3室1厅,大兴,精装,90,1995,340
无电梯,4,4室2厅,房山,其他,159,2008,785
有电梯,18,2室2厅,石景山,简装,108,2005,490
无电梯,6,3室1厅,大兴,简装,124,2004,550
有电梯,31,2室1厅,丰台,简装,93,2000,410
有电梯,16,2室1厅,海淀,精装,107,1999,1300
,4,2室1厅,朝阳,简装,50,1981,292
,6,4室2厅,昌平,简装,160,2001,530
,16,3室1厅,朝阳,简装,175,1996,920
,28,1室1厅,昌平,精装,60,2010,330
有电梯,16,2室1厅,西城,简装,66,1989,900
无电梯,6,2室1厅,门头沟,简装,68,1990,260
有电梯,20,2室2厅,房山,精装,87,2011,275
,4,5室2厅,大兴,精装,214,2005,550
有电梯,26,2室1厅,海淀,精装,83,1999,790
无电梯,6,2室1厅,丰台,简装,63,1991,389
,8,3室1厅,通州,毛坯,102,2015,440
有电梯,13,2室1厅,朝阳,精装,107,2005,950
有电梯,18,2室1厅,大兴,简装,83,2009,438
无电梯,6,3室2厅,通州,精装,150,2002,752
有电梯,19,2室1厅,海淀,精装,87,2003,600
,18,3室1厅,丰台,精装,105,2007,692
,28,3室1厅,丰台,精装,111,2006,550
无电梯,6,2室1厅,西城,简装,64,1980,463
有电梯,21,3室1厅,西城,其他,138,2002,2218
,12,3室1厅,东城,其他,136,2009,939
有电梯,9,3室2厅,昌平,精装,107,2006,648
无电梯,5,2室1厅,东城,简装,44,1984,650
无电梯,6,1室1厅,大兴,简装,42,1990,252
,9,3室2厅,朝阳,精装,129,2004,1050
,6,2室1厅,昌平,精装,112,2001,419
有电梯,24,3室2厅,海淀,简装,114,1999,1200
无电梯,6,3室1厅,石景山,简装,68,1987,350
,8,4室2厅,海淀,精装,221,2008,2100
,22,2室2厅,东城,精装,129,2003,1650
有电梯,18,2室1厅,西城,精装,105,1999,1390
,28,1室1厅,朝阳,精装,68,2007,489
有电梯,9,3室2厅,朝阳,精装,151,2009,950
有电梯,14,2室2厅,西城,简装,97,1998,1280
无电梯,6,3室1厅,石景山,简装,94,1993,453.6
无电梯,6,4室1厅,丰台,其他,145,2005,1250
,20,3室1厅,西城,精装,153,2004,1080
有电梯,24,2室1厅,西城,简装,79,2004,680
无电梯,6,3室2厅,顺义,精装,101,1996,410
,26,2室2厅,朝阳,精装,97,2008,870
,6,1室1厅,朝阳,简装,45,1996,289
有电梯,24,1室1厅,东城,精装,107,2012,1280
无电梯,6,3室1厅,房山,精装,129,2002,350
无电梯,6,3室1厅,海淀,简装,122,2002,950
有电梯,24,2室1厅,西城,精装,92,2001,680
,6,3室1厅,西城,简装,81,1985,789
,9,2室1厅,大兴,其他,82,2014,290
有电梯,18,2室1厅,昌平,简装,84,2012,370
,6,2室1厅,海淀,精装,60,1989,490
有电梯,9,2室1厅,东城,简装,51,1990,530
无电梯,6,2室1厅,丰台,精装,54,1988,342
无电梯,5,2室1厅,房山,精装,82,2005,267
无电梯,6,2室0厅,门头沟,简装,76,1999,300
无电梯,6,3室1厅,丰台,简装,88,1997,535
无电梯,6,2室1厅,门头沟,简装,113,1996,385
无电梯,6,1室0厅,顺义,精装,34,1999,181
有电梯,16,2室1厅,东城,简装,75,1999,790
无电梯,6,2室1厅,昌平,其他,107,2000,425
无电梯,6,2室1厅,朝阳,精装,56,1987,408
无电梯,6,3室2厅,顺义,其他,140,2001,450
,8,3室1厅,昌平,其他,109,2006,650
有电梯,25,1室0厅,东城,精装,80,2000,800
,3,5室3厅,顺义,其他,444,2003,2800
无电梯,3,4室2厅,顺义,简装,153,1995,635
,6,3室1厅,大兴,其他,93,2014,340
,25,1室1厅,丰台,精装,72,2009,498
有电梯,4,1室1厅,昌平,精装,55,2012,260
无电梯,6,2室1厅,顺义,简装,71,1995,305
有电梯,26,1室0厅,西城,精装,26,2006,320
有电梯,19,2室1厅,朝阳,精装,80,2009,415
有电梯,28,4室1厅,朝阳,精装,241,2004,2250
有电梯,23,2室2厅,丰台,精装,113,2004,717
无电梯,6,3室1厅,昌平,精装,129,2001,588
,6,3室2厅,顺义,精装,107,2005,420
无电梯,6,2室1厅,东城,简装,56,1990,630
有电梯,23,1室0厅,东城,精装,79,2009,500
,18,2室1厅,西城,精装,68,1994,750
有电梯,24,2室1厅,通州,精装,77,2010,269
有电梯,26,2室1厅,朝阳,精装,78,2003,635
有电梯,14,4室1厅,房山,毛坯,210,2009,600
有电梯,14,2室1厅,西城,简装,60,1985,580
无电梯,6,2室1厅,西城,简装,68,1994,780
无电梯,6,3室2厅,大兴,其他,140,1999,530
,6,2室1厅,海淀,精装,54,1991,385
无电梯,7,3室2厅,昌平,精装,94,1996,430
有电梯,24,2室1厅,昌平,简装,97,2003,370
,18,3室1厅,平谷,其他,116,2014,270
无电梯,6,1室1厅,顺义,简装,77,2000,265
有电梯,28,2室1厅,朝阳,精装,87,2002,680
有电梯,11,1室0厅,顺义,简装,31,2006,188
有电梯,17,2室1厅,朝阳,精装,96,2004,700
,6,2室1厅,大兴,简装,55,1990,249
有电梯,14,3室2厅,东城,简装,211,1999,1400
,6,2室1厅,朝阳,简装,58,1983,320
,18,1室1厅,亦庄开发区,简装,76,2002,360
有电梯,21,1室2厅,海淀,简装,71,2004,598
无电梯,6,2室1厅,西城,精装,58,1987,770
无电梯,6,4室2厅,昌平,精装,179,1999,460
无电梯,6,2室1厅,海淀,简装,61,1988,429
有电梯,6,3室2厅,海淀,精装,146,2009,1130
无电梯,6,2室1厅,朝阳,精装,61,1980,335
,9,2室1厅,朝阳,精装,82,1992,680
有电梯,20,2室1厅,丰台,其他,109,2004,730
有电梯,18,3室2厅,东城,简装,138,2002,1280
,6,2室1厅,西城,简装,50,1985,545
无电梯,6,2室1厅,朝阳,精装,54,1991,450
,6,3室1厅,东城,精装,73,1990,800
,14,3室1厅,海淀,其他,75,1990,754
有电梯,18,3室1厅,朝阳,简装,93,2000,537
,13,2室2厅,昌平,毛坯,137,2003,475
无电梯,6,2室1厅,东城,简装,57,1988,540
有电梯,8,3室2厅,海淀,精装,182,2003,2390
有电梯,21,1室1厅,海淀,其他,63,2009,415
,6,1室1厅,海淀,精装,42,1983,410
无电梯,6,2室1厅,顺义,简装,105,2004,350
有电梯,19,2室2厅,丰台,精装,112,2004,620
有电梯,11,2室1厅,海淀,简装,95,2004,700
有电梯,17,2室1厅,通州,精装,105,2010,520
有电梯,9,3室1厅,昌平,其他,185,2006,780
,12,3室2厅,大兴,精装,136,2011,465
无电梯,6,2室1厅,西城,简装,60,1991,420
无电梯,6,2室1厅,房山,简装,58,1989,202
有电梯,22,3室1厅,丰台,简装,102,2002,610
有电梯,11,2室2厅,海淀,精装,100,2000,880
,22,3室1厅,朝阳,精装,127,2010,1820
无电梯,6,2室2厅,海淀,其他,108,2002,680
,21,1室1厅,昌平,精装,48,2008,300
,34,2室1厅,丰台,其他,77,2015,370
,6,3室1厅,海淀,其他,80,1992,1050
有电梯,33,2室1厅,大兴,精装,87,2015,460
,16,4室2厅,丰台,精装,204,2004,1150
有电梯,24,2室1厅,丰台,精装,50,1991,380
无电梯,6,2室1厅,通州,精装,80,1996,340
,4,2室2厅,顺义,精装,93,2004,560
无电梯,5,2室1厅,海淀,简装,66,1959,320
,6,1室1厅,昌平,精装,54,2000,298
有电梯,11,1室1厅,房山,精装,65,2011,248
无电梯,7,2室1厅,海淀,其他,59,1996,365
,5,1室1厅,昌平,简装,38,2001,185
无电梯,4,4室1厅,大兴,精装,203,2013,1250
有电梯,18,2室1厅,石景山,其他,95,1999,475
有电梯,21,2室1厅,房山,精装,83,2013,360
,10,1室1厅,丰台,其他,84,2010,370
有电梯,23,3室2厅,朝阳,其他,146,2005,1200
无电梯,6,2室1厅,丰台,精装,58,1993,323
有电梯,8,2室1厅,海淀,精装,90,2011,550
,15,2室1厅,大兴,精装,100,2007,465
无电梯,6,2室1厅,东城,精装,59,2000,402
,10,3室2厅,西城,简装,148,2004,2218
无电梯,4,3室2厅,昌平,简装,191,1997,1080
无电梯,6,2室1厅,丰台,简装,63,1980,310
无电梯,6,2室2厅,昌平,其他,98,2004,455
有电梯,16,3室0厅,西城,其他,67,1989,608
,1,3室1厅,怀柔,简装,87,1998,330
,6,2室1厅,通州,毛坯,60,1987,280
有电梯,16,2室1厅,丰台,精装,61,1990,342
有电梯,14,4室1厅,顺义,精装,215,2011,1300
有电梯,24,1室1厅,朝阳,精装,59,1998,430
,6,2室1厅,石景山,简装,59,1990,248
,18,2室1厅,丰台,简装,71,2001,430
有电梯,26,2室1厅,大兴,简装,73,2014,335
无电梯,5,3室2厅,亦庄开发区,精装,200,2002,1200
,6,2室2厅,大兴,简装,79,2002,300
,21,2室1厅,门头沟,简装,63,2012,249
有电梯,8,4室1厅,海淀,简装,162,2006,1120
无电梯,3,4室1厅,大兴,其他,220,2001,990
有电梯,27,2室1厅,通州,毛坯,89,2012,470
无电梯,6,2室1厅,房山,精装,50,1994,215
有电梯,18,2室1厅,丰台,简装,80,2000,495
,2,5室3厅,怀柔,精装,585,2008,2100
无电梯,6,2室1厅,昌平,精装,76,2001,429
无电梯,6,1室1厅,丰台,简装,56,2000,285
有电梯,7,3室2厅,大兴,精装,155,2014,1020
有电梯,28,2室1厅,门头沟,精装,85,2013,359
,17,2室2厅,西城,精装,116,2007,1100
有电梯,22,3室2厅,朝阳,精装,185,2000,1250
有电梯,15,2室1厅,昌平,简装,81,2010,399
有电梯,18,3室2厅,房山,毛坯,139,2013,658
,6,3室1厅,西城,精装,135,2000,1900
,13,2室1厅,西城,精装,113,2008,1695
有电梯,24,3室1厅,丰台,简装,150,2002,827
有电梯,8,2室1厅,海淀,精装,87,2009,560
有电梯,20,4室2厅,通州,精装,165,2015,640
,30,2室1厅,朝阳,精装,116,2002,780
,16,1室1厅,海淀,简装,57,1996,520
有电梯,26,2室1厅,西城,简装,103,2009,950
,28,2室1厅,海淀,精装,120,2005,695
无电梯,6,1室1厅,丰台,简装,59,1994,320
无电梯,7,2室2厅,昌平,简装,97,2001,338
,6,2室1厅,朝阳,简装,95,1990,550
,17,2室1厅,西城,简装,61,1990,780
无电梯,6,2室1厅,东城,精装,62,1990,428
无电梯,6,2室1厅,石景山,精装,50,1985,252
,26,2室1厅,大兴,精装,77,2014,328
有电梯,14,2室1厅,丰台,简装,61,1993,350
有电梯,7,3室2厅,昌平,简装,162,2007,750
,24,2室1厅,丰台,简装,88,2000,510
有电梯,20,4室2厅,通州,精装,192,2015,820
有电梯,27,3室2厅,朝阳,简装,147,2011,1200
无电梯,6,2室2厅,海淀,精装,74,1998,620
,18,3室2厅,朝阳,精装,205,2007,1500
无电梯,6,4室1厅,房山,其他,138,2002,360
无电梯,6,3室1厅,石景山,其他,57,1977,250
无电梯,6,1室1厅,海淀,其他,52,2000,355
,12,2室1厅,西城,简装,60,1980,846
有电梯,25,2室1厅,大兴,精装,86,2014,338
有电梯,16,3室1厅,房山,简装,117,2007,380
,2,3室2厅,昌平,精装,150,1995,780
有电梯,9,2室1厅,海淀,简装,87,2001,1200
无电梯,7,3室1厅,海淀,简装,92,1998,750
,15,2室1厅,房山,精装,83,2009,298
无电梯,6,2室1厅,顺义,精装,75,1996,320
,9,2室1厅,大兴,其他,78,2013,265
,21,2室2厅,朝阳,其他,128,2008,1160
有电梯,12,3室2厅,昌平,精装,118,2005,420
有电梯,24,2室1厅,丰台,精装,115,2000,633
有电梯,9,3室2厅,朝阳,简装,113,1998,960
无电梯,6,2室1厅,昌平,简装,68,1996,330
无电梯,7,3室1厅,丰台,简装,120,1998,700
,6,2室1厅,大兴,精装,78,1992,300
有电梯,21,2室1厅,东城,简装,123,2005,890
有电梯,18,2室1厅,昌平,精装,106,2002,425
无电梯,6,2室2厅,通州,精装,101,2000,485
有电梯,18,3室1厅,朝阳,精装,106,2000,735
无电梯,5,2室1厅,房山,简装,81,2005,260
无电梯,4,2室1厅,门头沟,毛坯,171,2006,600
有电梯,24,1室1厅,东城,其他,143,2008,1000
,6,2室1厅,门头沟,简装,86,2003,298
有电梯,22,3室1厅,丰台,精装,166,2001,960
有电梯,32,2室1厅,昌平,简装,91,2003,362
,6,2室1厅,西城,简装,62,1990,845
有电梯,28,3室2厅,昌平,精装,122,2011,550
,6,3室1厅,昌平,精装,74,2009,335
无电梯,6,2室1厅,通州,精装,82,2001,355
有电梯,15,3室1厅,海淀,简装,67,1985,620
有电梯,24,2室1厅,东城,精装,173,2012,2100
无电梯,6,2室1厅,房山,简装,84,2001,235
,16,2室1厅,石景山,精装,74,1995,365
有电梯,9,2室1厅,朝阳,简装,76,1997,520
有电梯,24,1室0厅,西城,简装,46,2004,435
,6,3室2厅,石景山,简装,151,1999,680
无电梯,6,3室1厅,东城,其他,70,1996,760
有电梯,15,2室2厅,海淀,精装,81,2007,545
无电梯,5,2室1厅,丰台,其他,68,2001,445
,15,2室1厅,房山,精装,87,2009,298
,6,2室1厅,海淀,精装,91,2000,618
,6,3室1厅,西城,其他,65,1965,560
无电梯,6,2室1厅,门头沟,简装,80,2000,318
有电梯,21,2室1厅,海淀,精装,85,2009,630
,13,3室2厅,昌平,精装,116,2013,410
无电梯,4,3室1厅,通州,其他,64,1985,340
,17,2室1厅,丰台,其他,75,1990,415
,18,2室1厅,丰台,简装,81,2015,390
,12,2室1厅,朝阳,简装,64,1998,450
有电梯,24,2室1厅,东城,其他,151,2012,1550
,25,2室1厅,海淀,其他,76,2002,720
无电梯,6,3室1厅,东城,简装,67,1980,519
无电梯,6,1室1厅,海淀,简装,40,1989,388
无电梯,6,3室1厅,昌平,精装,123,2002,435
有电梯,17,2室1厅,昌平,精装,98,2001,385
有电梯,21,2室1厅,大兴,简装,100,2012,380
有电梯,16,2室1厅,房山,精装,93,2011,309
无电梯,6,3室2厅,大兴,精装,89,1994,380
有电梯,16,5室2厅,朝阳,精装,294,1996,1460
,17,3室2厅,海淀,简装,113,2000,1568
有电梯,16,2室1厅,丰台,简装,68,2009,375
有电梯,15,2室1厅,朝阳,精装,86,2008,700
有电梯,9,2室1厅,通州,精装,87,2014,350
有电梯,11,2室1厅,大兴,精装,85,2005,430
无电梯,6,2室1厅,东城,其他,60,1992,380
无电梯,6,1室1厅,昌平,精装,53,1995,300
,27,1室1厅,通州,简装,63,2011,350
无电梯,7,3室3厅,大兴,精装,129,1994,500
有电梯,30,2室2厅,朝阳,精装,115,1998,750
有电梯,12,2室1厅,朝阳,精装,85,1998,674
无电梯,6,2室1厅,大兴,简装,109,2004,410
有电梯,25,2室1厅,朝阳,简装,114,2002,720
有电梯,19,2室1厅,海淀,精装,91,2007,635
,26,2室1厅,昌平,精装,85,2012,375
,6,2室1厅,昌平,其他,71,1997,289
有电梯,24,2室2厅,朝阳,精装,88,2001,640
,27,2室1厅,朝阳,精装,94,2010,750
无电梯,6,2室1厅,昌平,精装,70,1998,360
有电梯,27,3室2厅,东城,精装,179,2009,1980
有电梯,30,2室2厅,朝阳,精装,107,1998,660
无电梯,6,2室1厅,大兴,其他,74,1995,300
有电梯,18,2室2厅,朝阳,其他,106,2006,760
有电梯,11,1室1厅,门头沟,简装,47,2010,220
无电梯,6,2室2厅,昌平,精装,93,2000,358
无电梯,6,2室1厅,石景山,简装,58,1985,303
有电梯,11,3室2厅,通州,精装,113,2005,560
,19,3室1厅,石景山,简装,114,2002,572
,15,2室1厅,昌平,精装,79,2014,329
无电梯,6,2室1厅,房山,简装,92,2001,260
无电梯,6,2室1厅,通州,简装,106,2003,340
有电梯,26,3室2厅,海淀,精装,140,2001,1410
,18,2室2厅,昌平,精装,139,2003,475
有电梯,6,3室2厅,海淀,精装,200,2011,2360
有电梯,25,2室1厅,丰台,精装,72,2000,518
,15,1室1厅,东城,精装,87,2008,890
有电梯,11,1室1厅,朝阳,精装,67,2008,400
,6,2室1厅,东城,简装,57,1989,380
,6,2室2厅,通州,精装,103,1995,390
无电梯,7,2室2厅,亦庄开发区,精装,97,2001,540
有电梯,21,2室1厅,西城,精装,105,2003,1680
有电梯,29,2室1厅,丰台,简装,104,2008,460
,11,1室0厅,房山,精装,48,2011,220
无电梯,7,3室2厅,昌平,精装,116,1997,375
,28,2室1厅,朝阳,精装,125,2000,1000
有电梯,21,1室1厅,昌平,简装,55,2010,310
无电梯,6,1室1厅,海淀,精装,45,1992,395
无电梯,6,2室1厅,大兴,简装,109,2004,410
无电梯,5,3室1厅,海淀,其他,67,1980,575
有电梯,10,3室1厅,大兴,其他,117,2002,490
有电梯,18,3室2厅,亦庄开发区,精装,158,2002,595
有电梯,10,3室2厅,海淀,简装,126,1998,860
有电梯,21,2室1厅,丰台,其他,108,2007,750
无电梯,7,2室1厅,昌平,精装,96,2004,470
无电梯,6,2室1厅,亦庄开发区,精装,91,2003,300
无电梯,4,3室1厅,西城,简装,75,1955,720
无电梯,6,3室1厅,门头沟,简装,101,1998,390
,14,4室2厅,昌平,精装,218,2005,630
有电梯,12,2室1厅,朝阳,简装,61,1989,400
有电梯,29,2室1厅,丰台,精装,68,2010,315
有电梯,16,2室1厅,东城,简装,94,1999,620
有电梯,11,2室1厅,西城,简装,112,2008,1800
,4,2室1厅,西城,简装,78,1957,624
有电梯,20,1室1厅,西城,简装,31,2004,400
,24,2室1厅,海淀,精装,79,2000,620
,9,3室1厅,朝阳,精装,94,2009,620
,7,3室2厅,西城,精装,118,2002,1738
,18,1室1厅,大兴,简装,65,2010,255
,26,1室1厅,丰台,简装,63,2004,340
有电梯,16,2室1厅,门头沟,简装,87,2005,360
有电梯,17,1室1厅,顺义,精装,59,2007,268
,7,3室2厅,朝阳,精装,161,2006,853
有电梯,16,2室1厅,海淀,其他,61,1989,710
,6,3室1厅,昌平,精装,150,2001,455
,21,3室1厅,大兴,精装,100,2014,415
无电梯,5,2室1厅,丰台,简装,60,1996,275
有电梯,18,2室1厅,丰台,精装,80,2002,520
,11,3室2厅,昌平,精装,98,2016,530
无电梯,6,3室1厅,朝阳,精装,90,1997,580
无电梯,6,2室1厅,西城,其他,65,1987,685
无电梯,12,1室1厅,东城,简装,54,2002,525
,20,3室2厅,石景山,精装,146,2008,1245
,25,2室1厅,丰台,精装,88,1994,540
